date,AAPL,MSFT,JNJ,JPM,XOM,PG,CAT,NEE,SPY,AGG,TLT,DBC,GLD,VNQ,BIL
2010-06-01,7.801331,19.403625,36.746906,25.349030,32.245148,38.166656,40.050175,7.589017,80.380806,66.950226,60.422543,18.219179,119.910004,25.596527,73.240692
2010-06-02,7.894649,19.830824,37.353527,26.013350,33.072361,38.528614,41.124569,7.780152,82.473862,66.880447,59.848591,18.438995,119.779999,26.098097,73.256668
2010-06-03,7.869823,20.130610,37.378529,25.717375,33.502289,38.566048,41.293499,7.863186,82.757896,66.848778,59.411861,18.540447,117.959999,26.024193,73.224716
2010-06-04,7.655675,19.328672,36.277878,24.743925,32.397514,37.941994,39.029816,7.618784,79.850037,67.019943,61.008999,17.965549,119.190002,24.551109,73.256668
2010-06-07,7.505525,18.953945,36.271622,24.151968,32.272335,37.829670,37.725674,7.681453,78.855835,67.216576,61.476929,17.999367,121.489998,24.419119,73.240692
2010-06-08,7.457366,18.819050,36.671852,24.849154,33.328140,38.778210,38.252728,7.665787,79.700569,67.140495,61.171230,18.143089,121.000000,24.857346,73.256668
2010-06-09,7.274021,18.579214,36.377953,24.415058,32.669613,38.360104,38.387882,7.582753,79.274460,67.178520,61.102558,18.227631,120.559998,25.005175,73.256668
2010-06-10,7.492661,18.736597,36.584297,25.184610,33.681870,38.634693,40.509636,7.880417,81.591766,66.975578,60.010761,18.531994,118.970001,26.087540,73.256668
2010-06-11,7.582393,19.231245,36.559284,25.053053,33.665550,38.073051,40.698849,7.833421,81.987991,67.013634,60.771923,18.557354,120.010002,26.399054,73.256668
2010-06-14,7.605421,19.111338,36.534279,24.553179,33.398880,38.222824,41.219158,7.911754,81.860893,67.108788,60.459976,18.608082,119.599998,26.726404,73.224716
2010-06-15,7.767232,19.920761,36.984543,25.158297,34.019295,38.634693,42.881447,8.038657,83.722183,67.108788,60.210445,18.920891,120.989998,27.323011,73.224716
2010-06-16,7.993346,19.725899,37.047092,25.335888,34.019295,38.185371,43.509865,8.096621,83.692291,67.210213,60.553532,18.963165,120.330002,27.074862,73.224716
2010-06-17,8.131529,19.763369,37.009563,25.283268,34.068275,38.541073,43.888268,8.204718,83.826836,67.368805,61.046421,18.971619,121.900002,27.132946,73.224716
2010-06-18,8.197328,19.815826,37.009563,25.769991,34.340393,38.254017,44.496410,8.226657,83.917732,67.260963,60.946621,18.937799,122.830002,27.048471,73.240692
2010-06-21,8.080688,19.448595,36.978287,25.566090,34.356716,38.129223,44.645069,8.135789,83.677437,67.406876,60.771923,18.861712,120.389999,26.837271,73.224716
2010-06-22,8.190752,19.313690,36.997047,25.210918,33.709087,37.892075,43.320660,7.944651,82.295403,67.476639,61.495605,18.819445,121.449997,26.040037,73.240692
2010-06-23,8.104610,18.968935,37.047092,25.579239,33.251949,38.303940,43.469311,7.864752,82.040062,67.647820,61.913620,18.506626,120.949997,26.108660,73.240692
2010-06-24,8.045690,18.736597,37.272205,25.013594,32.691406,37.985683,42.820610,7.767621,80.680634,67.590813,61.545490,18.548901,121.300003,25.555965,73.240692
2010-06-25,7.976897,18.384359,36.709389,25.941002,32.163509,37.311707,43.726093,7.711217,81.018555,67.685905,61.795094,18.887075,122.760002,26.200859,73.240692
2010-06-28,8.024757,18.219475,37.178398,25.349030,31.820642,37.829670,43.516617,7.706518,80.763237,67.812790,62.375278,18.684172,121.089996,25.891745,73.240692
2010-06-29,7.661950,17.470009,37.047092,24.375599,31.178452,37.642452,41.117809,7.578053,78.269638,68.015717,63.055321,18.168455,121.269997,25.044315,73.240692
2010-06-30,7.523170,17.245171,36.934517,24.079611,31.058729,37.430290,40.590748,7.639151,77.526100,68.022018,63.479557,18.236090,121.680000,24.777826,73.256668
2010-07-01,7.431943,17.357592,36.940769,23.763470,30.808395,37.155701,40.523167,7.668921,77.180565,67.986450,63.579624,17.957096,117.040001,24.692558,73.240692
2010-07-02,7.385883,17.440035,36.947018,23.598808,30.786615,37.055847,39.989346,7.670484,76.760002,67.891037,63.072788,17.923277,118.489998,24.218214,73.240692
2010-07-06,7.436436,17.852230,36.947018,23.928131,31.270983,37.030895,40.415054,7.739421,77.263214,68.100975,63.592216,17.974005,116.510002,23.679907,73.224716
2010-07-07,7.736725,18.211973,37.903831,25.126837,31.798874,37.954483,42.016514,7.958755,79.696678,68.011879,62.847443,18.379812,117.730003,24.831123,73.224716
2010-07-08,7.719378,18.294415,38.385380,25.133429,32.005672,38.659649,42.685482,7.990090,80.485329,67.999176,62.447018,18.548901,117.209999,25.140253,73.240692
2010-07-09,7.765140,18.189495,37.860062,25.587879,31.989351,38.534851,43.732857,8.057456,81.086189,67.897324,62.090244,18.582720,118.360001,25.460037,73.224716
2010-07-12,7.695448,18.609190,37.653694,25.811817,32.076416,38.747021,43.435547,8.132654,81.138748,67.973709,62.065262,18.371361,117.339996,25.539980,73.240692
2010-07-13,7.531245,18.834032,37.835045,26.661455,32.337662,38.934231,45.131588,8.190621,82.363022,67.802010,61.533367,18.667263,118.360001,26.168880,73.240692
2010-07-14,7.559061,19.066366,37.910099,26.575827,32.250565,39.102730,45.070786,8.162423,82.355499,68.030952,62.152870,18.633448,118.300003,26.014320,73.240692
2010-07-15,7.520774,19.118841,37.684959,26.648285,32.256016,39.146397,44.942410,8.294023,82.378029,68.126434,62.772388,18.810986,118.230003,25.929045,73.240692
2010-07-16,7.474418,18.654163,37.172150,25.686674,31.543095,38.684620,43.493530,8.242324,80.109795,68.336266,63.079025,18.574263,116.669998,25.086954,73.240692
2010-07-19,7.345208,18.908978,37.253456,25.713026,31.798874,38.603481,44.078533,8.267391,80.582954,68.272675,62.691048,18.557354,115.730003,25.396078,73.224716
2010-07-20,7.533937,19.096344,36.634331,26.101608,32.081867,38.734539,45.187283,8.256421,81.476746,68.221832,62.784882,18.709534,116.650002,25.870424,73.224716
2010-07-21,7.604222,18.826542,35.721298,25.304665,31.657372,38.433903,45.486584,8.165555,80.417694,68.520782,63.848736,18.658808,115.849998,25.332125,73.224716
2010-07-22,7.747191,19.366148,35.658756,25.917191,32.315880,38.597439,46.255226,8.278356,82.212814,68.457176,63.110329,19.030800,116.860001,26.280811,73.224716
2010-07-23,7.774708,19.343670,36.040237,26.233356,32.500923,38.937042,47.146332,8.273658,82.926308,68.336266,62.440716,18.971619,116.089996,26.616575,73.240692
2010-07-26,7.754971,19.561005,36.109016,26.562664,32.865543,39.320690,47.608887,8.276790,83.790070,68.323578,62.334354,18.954710,115.519997,27.282799,73.208740
2010-07-27,7.898536,19.605974,36.334148,26.799761,33.094116,39.672920,47.057899,8.428760,83.782562,68.298111,61.733593,18.751808,113.510002,27.277470,73.208740
2010-07-28,7.805215,19.448595,36.165306,26.556076,33.148540,39.433910,47.425220,8.314393,83.241776,68.425369,61.933830,18.827894,113.779999,27.224161,73.224716
2010-07-29,7.719975,19.508553,36.165306,26.483616,32.838341,38.786095,47.207546,8.225090,82.836189,68.488937,61.915058,19.098438,114.290001,26.994999,73.208740
2010-07-30,7.694252,19.343670,36.327911,26.529726,32.479149,38.465347,47.445614,8.193756,82.821152,68.603462,62.878765,19.352064,115.489998,27.154884,73.224716
2010-08-02,7.831833,19.733393,36.721893,27.425465,33.709087,39.031387,48.329918,8.461660,84.691360,68.510330,61.996105,19.724060,115.540001,28.066252,73.208740
2010-08-03,7.834230,19.605974,37.115871,27.056633,34.133568,37.698063,47.867359,8.419361,84.285782,68.554962,62.353939,19.791695,115.989998,27.794455,73.208740
2010-08-04,7.865637,19.283709,37.359772,27.194946,34.133568,37.452785,48.377533,8.397426,84.849083,68.433777,61.876820,19.960783,116.720001,27.991652,73.208740
2010-08-05,7.827348,19.013908,37.372276,27.181776,34.128128,37.647758,48.948925,8.344160,84.758942,68.516777,62.165588,19.867785,116.980003,27.639877,73.208740
2010-08-06,7.779193,19.148804,37.497341,26.635109,33.725414,37.748360,48.676830,8.414661,84.413445,68.650673,62.843628,19.690243,117.839996,27.511969,73.208740
2010-08-09,7.828845,19.193773,37.553627,26.226748,33.986637,37.974796,49.023727,8.378626,84.864075,68.650673,62.611343,19.757875,117.400002,27.826435,73.208740
2010-08-10,7.758858,18.789066,37.165897,25.798639,33.703659,38.226345,48.581581,8.420927,84.405937,68.765457,62.743168,19.546518,117.730003,27.554621,73.224716
2010-08-11,7.483089,18.631685,36.584297,24.876558,33.100719,37.905605,46.738186,8.253292,82.092621,68.829292,63.584450,19.106888,117.339996,26.867075,73.240692
2010-08-12,7.530946,18.354374,36.596813,24.902905,33.013023,37.729504,45.915115,8.156155,81.589378,68.720840,63.427479,18.963165,118.769997,26.531300,73.240692
2010-08-13,7.450489,18.286922,36.365425,24.698729,32.837624,37.622589,46.262043,8.149890,81.349060,68.880264,64.218613,18.946259,118.739998,26.531300,73.240692
2010-08-16,7.406822,18.361870,36.277878,24.823870,32.821175,37.591145,46.588539,8.171822,81.311516,69.109917,65.825661,18.887075,119.730003,26.509989,73.224716
2010-08-17,7.536332,18.618050,37.034576,24.685545,33.336411,37.918186,47.438831,8.220389,82.310432,69.026985,65.449043,19.157616,119.750000,27.117577,73.240692
2010-08-18,7.569230,18.700930,37.115871,24.955597,32.969177,38.207493,47.445614,8.232925,82.460640,68.950409,65.624855,19.081526,120.220001,27.144226,73.224716
2010-08-19,7.473819,18.414612,36.721893,24.415516,32.497787,37.855293,47.132721,8.121691,81.026108,69.173698,66.648155,18.887075,120.389999,26.451353,73.224716
2010-08-20,7.466641,18.256388,36.734386,24.461617,32.278542,37.723213,46.840221,8.348857,80.763237,69.078041,66.572807,18.768717,119.970001,26.366083,73.240692
2010-08-23,7.351784,18.294064,36.815693,24.290373,32.612904,37.754662,45.466183,8.416225,80.455299,69.148170,66.585388,18.641897,119.779999,26.227518,73.224716
2010-08-24,7.176217,18.113226,36.277878,23.849091,32.305943,37.521973,44.241760,8.505527,79.261086,69.422447,67.652618,18.430538,120.360001,26.120918,73.224716
2010-08-25,7.264748,18.158438,36.259117,23.862261,32.289509,37.528244,44.010490,8.423305,79.568993,69.262970,67.432907,18.523537,121.360001,26.536634,73.240692
2010-08-26,7.186687,17.947462,36.146553,23.467083,32.053818,37.446491,43.500332,8.388512,79.035751,69.352257,68.066994,18.734898,120.959999,26.376745,73.224716
2010-08-27,7.226767,18.030352,36.361195,24.105949,32.777336,37.610016,44.826752,8.521340,80.260017,68.969589,66.139618,19.056164,121.010002,26.813780,73.224716
2010-08-30,7.253089,17.811844,36.171783,23.611992,32.338844,37.339565,43.854038,8.421723,79.095825,69.435188,67.407791,19.022346,120.910004,26.605917,73.240692
2010-08-31,7.271030,17.683754,35.995037,23.947887,32.399132,37.528244,44.323391,8.496039,79.095825,69.486252,68.154915,18.768717,122.080002,26.808456,73.224716
2010-09-01,7.487278,18.007748,36.796745,24.856791,33.385746,37.610016,46.364071,8.636771,81.461731,69.337852,66.745667,19.140707,121.690002,27.682528,73.224716
2010-09-02,7.542310,18.037889,36.998764,25.133429,33.467957,37.779831,46.622551,8.639935,82.220276,69.248306,66.040436,19.275976,122.290001,28.034285,73.240692
2010-09-03,7.739715,18.301594,37.200768,25.798639,33.610466,37.918186,47.670094,8.639935,83.286827,69.088379,65.221870,19.377432,121.860001,28.444666,73.240692
2010-09-07,7.711004,18.052948,37.055573,25.212456,33.188423,37.823849,47.411633,8.584590,82.348000,69.286682,66.556740,19.478882,122.699997,28.007645,73.224716
2010-09-08,7.863840,18.030352,37.150272,25.765711,33.298046,37.968498,48.119049,8.581426,82.926308,69.235535,66.027832,19.521154,122.709999,28.066252,73.224716
2010-09-09,7.868328,18.090624,37.762589,26.411175,33.462475,37.918186,48.051029,8.635191,83.309334,68.902931,64.724411,19.411247,121.559998,27.741156,73.224716
2010-09-10,7.878497,17.970070,37.863613,26.187233,33.544689,37.987366,48.472755,8.722156,83.729988,68.755821,64.428452,19.614153,121.730003,27.890388,73.224716
2010-09-13,7.987072,18.919432,38.078236,27.082973,33.435078,38.037689,49.139374,8.768018,84.661316,68.909325,64.743286,19.757875,121.620003,28.348742,73.224716
2010-09-14,8.017574,18.859158,38.242355,26.819521,33.440556,38.138306,48.860489,8.700021,84.608742,69.158737,65.366676,19.817057,124.019997,28.242146,73.240692
2010-09-15,8.082181,18.926970,38.539059,26.990761,33.435078,38.433903,49.064571,8.499202,84.931717,69.030869,64.396996,19.783239,123.940002,28.487309,73.240692
2010-09-16,8.272108,19.085197,38.690556,26.997366,33.418621,38.433903,48.976128,8.518177,84.909149,68.915665,63.761070,19.681786,124.629997,28.338072,73.240692
2010-09-17,8.236216,19.002314,38.867321,26.384832,33.314472,38.345863,49.778786,8.500788,84.940887,69.005188,64.019218,19.749424,124.540001,28.423361,73.224716
2010-09-20,8.471306,19.160540,39.195580,27.129076,33.736538,38.635178,50.846733,8.617797,86.239632,69.030869,64.390724,19.910055,124.870003,29.116213,73.224716
2010-09-21,8.487452,18.949566,39.100880,26.733894,33.731052,38.691772,51.962311,8.552965,86.065994,69.325058,65.284805,19.698694,126.010002,28.689854,73.224716
2010-09-22,8.606498,18.542702,39.119835,26.305796,33.681713,38.861580,51.819462,8.587752,85.643120,69.344193,65.870384,19.817057,126.199997,28.300776,73.224716
2010-09-23,8.641489,18.407084,39.018818,25.752539,33.517292,38.503082,51.873886,8.467573,84.948425,69.421005,66.059341,19.833965,126.300003,27.602570,73.224716
2010-09-24,8.743186,18.670788,39.227139,26.180655,33.846153,38.767242,54.234261,8.617797,86.700256,69.165161,65.171486,20.138325,126.690002,28.383402,73.240692
2010-09-27,8.708488,18.633121,39.157703,25.739363,33.824242,38.389893,54.105026,8.644677,86.284966,69.401848,66.304855,20.003054,126.720001,28.033865,73.240692
2010-09-28,8.579879,18.595453,39.410210,25.653744,34.016079,38.125740,54.193447,8.698440,86.586975,69.568130,66.758286,20.003054,127.849998,28.146790,73.224716
2010-09-29,8.595131,18.459820,39.334465,25.298090,33.758457,37.893036,54.411110,8.644677,86.435989,69.516914,66.481216,20.265139,127.949997,27.926315,73.224716
2010-09-30,8.486856,18.452284,39.113537,25.067558,33.868088,37.716942,53.520042,8.600403,86.179245,69.491356,66.437141,20.383501,127.910004,28.006985,73.224716
2010-10-01,8.450070,18.369408,38.980949,25.561543,34.279163,37.836430,53.207130,8.603566,86.541695,69.411209,66.116020,20.425772,128.910004,28.146790,73.224716
2010-10-04,8.334021,18.015276,38.930435,25.686844,34.087318,37.710621,52.560909,8.537151,85.892288,69.526627,66.286720,20.358141,128.460007,28.404928,73.240692
2010-10-05,8.642089,18.346806,39.643791,26.141882,34.673805,38.251526,54.009769,8.601979,87.621490,69.526627,65.888527,20.772404,130.990005,28.856663,73.224716
2010-10-06,8.649567,18.407084,39.902599,26.313356,35.046528,38.282974,53.792118,8.662072,87.613930,69.597107,66.716492,20.780857,131.809998,28.700697,73.224716
2010-10-07,8.650465,18.482430,39.908905,26.062754,34.997200,38.238937,53.560833,8.681046,87.508224,69.629196,66.160278,20.569498,130.369995,28.781376,73.224716
2010-10-08,8.795527,18.512562,39.915230,25.924257,35.287704,38.905613,54.669594,8.684209,87.999039,69.770287,65.869591,21.254301,131.660004,28.862030,73.224716
2010-10-11,8.834105,18.527632,39.959419,26.201235,35.380894,39.081715,54.404316,8.695278,88.082069,69.731773,65.882195,21.152851,132.289993,28.856663,73.224716
2010-10-12,8.929221,18.708466,39.953114,26.643087,35.463093,39.006248,53.968979,8.734809,88.353912,69.661240,65.231209,21.254301,131.960007,29.061007,73.224716
2010-10-13,8.977077,19.092730,40.136177,26.273777,35.649475,39.389885,54.615177,8.771180,89.041061,69.654907,65.130089,21.355751,134.070007,29.362146,73.224716
2010-10-14,9.041983,19.009851,40.237183,25.535160,35.791977,39.496796,54.356705,8.750619,88.693703,69.398407,64.156830,21.321936,134.750000,29.286860,73.240692
2010-10-15,9.413756,19.243425,40.129864,24.499775,35.731686,39.471642,54.247871,8.747457,88.874954,69.257347,63.373043,21.085215,133.679993,29.249226,73.224716
2010-10-18,9.511259,19.454390,40.312939,25.192236,36.329121,39.842724,54.581158,8.826518,89.312904,69.500946,63.885029,21.296572,134.279999,29.625656,73.240692
2010-10-19,9.256731,18.911900,39.953114,24.855892,35.693314,39.735798,53.431583,8.777502,88.142494,69.558678,64.270523,20.670952,130.110001,29.259983,73.224716
2010-10-20,9.287837,19.070126,40.148792,25.126278,36.181122,40.161674,54.635582,8.859727,89.003326,69.641998,64.409607,21.161303,131.320007,29.899927,73.224716
2010-10-21,9.257632,19.153006,40.395000,24.862484,36.351051,40.250404,53.958466,8.790153,89.199631,69.532974,63.644859,20.899216,129.470001,29.867661,73.224716
2010-10-22,9.196313,19.122866,40.281364,24.862484,36.362011,40.180702,53.575443,8.768018,89.365776,69.565071,64.074631,21.076757,129.729996,29.883799,73.240692
2010-10-25,9.237291,18.979712,40.388683,24.447012,36.285278,40.269413,54.067932,8.673139,89.630028,69.571495,64.257965,21.186665,130.850006,29.937569,73.224716
2010-10-26,9.213665,19.514662,40.300293,24.532747,36.466164,39.838463,53.794285,8.734809,89.645134,69.411209,63.265621,21.296572,130.880005,29.722469,73.240692
2010-10-27,9.207080,19.627697,40.129864,24.756969,35.994778,39.977898,53.500202,8.649422,89.388412,69.276527,62.709393,21.228939,129.520004,29.512737,73.240692
2010-10-28,9.129617,19.800987,40.123547,24.737181,36.296238,40.047607,53.171883,8.704763,89.403496,69.449677,62.880074,21.338846,131.240005,29.329893,73.224716
2010-10-29,9.002197,20.094831,40.237183,24.816328,36.444229,40.288429,53.760113,8.703180,89.471443,69.597107,63.467903,21.288118,132.619995,29.335270,73.240692
2010-11-01,9.097911,20.305811,40.205608,24.677830,36.696365,40.320133,54.218372,8.526083,89.501656,69.568817,63.194599,21.423388,131.919998,29.588026,73.240692
2010-11-02,9.252845,20.637331,40.325546,24.374464,37.184193,40.573631,54.546680,8.601979,90.211464,69.691032,64.025230,21.617842,132.490005,29.792362,73.208740
2010-11-03,9.355733,20.366085,40.521244,24.875677,37.255428,40.757427,54.635571,8.638352,90.573906,69.678139,62.719124,21.719290,131.570007,29.792362,73.224716
2010-11-04,9.519339,20.448965,40.881077,26.247402,38.028278,41.194717,56.892700,8.698440,92.318184,70.012413,63.207306,22.235008,136.029999,30.480726,73.224716
2010-11-05,9.485241,20.230453,40.811630,26.999208,38.368122,41.194717,57.138920,8.654165,92.665543,69.819565,62.123058,22.328007,136.380005,30.808765,73.224716
2010-11-08,9.529809,20.200319,40.609627,26.715628,38.543507,41.036282,56.851650,8.609885,92.491837,69.787445,62.402046,22.387188,137.779999,30.642046,73.224716
2010-11-09,9.453833,20.305811,40.596996,26.313356,38.957176,41.074310,56.024059,8.606729,91.827377,69.446762,61.026218,22.235008,135.589996,29.399799,73.224716
2010-11-10,9.512162,20.298265,40.369747,26.788177,39.232971,40.922192,56.400230,8.559290,92.197365,69.388870,61.108616,22.471729,137.240005,29.765478,73.224716
2010-11-11,9.470889,20.102367,40.350803,26.392485,39.619064,40.789101,56.386551,8.521340,91.850006,69.382454,61.076935,22.285734,137.660004,29.528866,73.208740
2010-11-12,9.213062,19.793455,40.192982,26.122093,39.155754,40.770088,55.428974,8.480226,90.762642,69.106018,60.747234,21.355751,133.690002,29.254606,73.240692
2010-11-15,9.183456,19.740713,40.489681,26.432053,38.874454,40.744759,55.962494,8.470739,90.634331,68.726822,59.479137,21.389570,132.419998,28.974970,73.240692
2010-11-16,9.020443,19.566343,39.858425,26.122093,38.025043,40.212391,54.970726,8.311033,89.222313,68.893913,60.956470,20.755493,130.970001,27.980099,73.240692
2010-11-17,8.987844,19.384403,39.807915,25.838520,38.063648,40.098301,55.517906,8.255689,89.267578,68.913231,60.620430,20.594860,130.380005,28.195196,73.240692
2010-11-18,9.225029,19.589092,40.293995,26.155069,38.780685,40.573631,56.844833,8.276245,90.581467,68.893913,60.867699,21.152851,132.089996,28.447950,73.224716
2010-11-19,9.174181,19.475376,40.293995,25.990200,38.907566,40.592644,57.433048,8.217742,90.830620,68.971046,61.241756,20.848492,132.199997,28.598536,73.224716
2010-11-22,9.372483,19.505695,40.161423,25.396667,38.714497,40.282108,57.453564,8.236712,90.755157,69.138199,61.501698,20.916128,133.479996,28.673811,73.224716
2010-11-23,9.234001,19.043261,39.687965,24.816328,38.047104,39.680023,56.516491,8.169654,89.441269,69.208900,61.806068,20.865400,134.410004,28.447950,73.224716
2010-11-24,9.415548,19.232786,39.953114,25.165848,38.543514,39.673672,57.925491,8.220751,90.762642,68.874657,60.702812,21.254301,134.179993,28.996471,73.240692
2010-11-26,9.421532,19.141809,39.666588,24.730581,38.184982,39.375816,57.542484,8.107392,89.705551,69.016068,61.546093,21.355751,133.110001,28.937323,73.240692
2010-11-29,9.477469,19.187302,39.418285,25.000978,38.306320,39.375816,57.227863,8.094619,89.977379,69.061073,62.072323,21.398027,133.509995,28.921194,73.240692
2010-11-30,9.306380,19.149393,39.189049,24.664642,38.367008,38.704014,57.863911,8.081845,89.471443,69.016068,62.395752,21.195122,135.419998,28.792124,73.240692
2010-12-01,9.463409,19.740709,39.742989,25.159250,39.343288,39.388485,59.813259,8.131340,91.374306,68.656181,61.008705,21.820742,135.380005,28.958830,73.224716
2010-12-02,9.515749,20.385082,39.857613,25.924257,39.426014,39.521584,60.613518,8.179239,92.544716,68.520515,60.849659,22.006741,135.199997,29.405182,73.224716
2010-12-03,9.494510,20.483639,39.832134,26.122093,39.266071,39.502571,61.133305,8.158483,92.793900,68.656181,60.372486,22.285734,138.070007,29.399799,73.240692
2010-12-06,9.575569,20.347183,39.602921,26.313356,39.332264,39.331444,61.010197,8.128151,92.695740,68.908157,61.225060,22.260374,139.110001,29.458956,73.224716
2010-12-07,9.517544,20.369921,39.672958,25.884682,39.414986,39.388485,61.796787,8.116971,92.748573,68.371902,59.914341,22.108194,136.500000,29.523491,73.224716
2010-12-08,9.601291,20.642834,39.762100,26.550772,39.630108,39.692699,61.297474,8.123361,93.088379,68.042358,59.335400,22.277279,134.789993,29.087896,73.224716
2010-12-09,9.563903,20.529121,39.513786,26.913473,39.712841,39.844803,61.331661,8.155290,93.450775,68.165154,59.628120,22.218102,135.369995,28.829771,73.240692
2010-12-10,9.587830,20.726217,39.418285,27.322351,39.812119,40.053944,61.516342,8.302173,93.994484,68.035912,59.265438,22.184280,135.410004,29.017986,73.240692
2010-12-13,9.621031,20.657993,39.386436,27.375113,39.911411,40.047607,62.672218,8.316543,94.054886,68.081108,59.488155,22.404095,136.050003,29.066381,73.240692
2010-12-14,9.579757,20.938492,39.965839,26.900286,39.812119,40.275753,62.986855,8.211171,94.137947,67.699928,58.622871,22.344915,136.179993,28.781376,73.240692
2010-12-15,9.581848,21.112856,39.838490,26.517782,39.630108,40.332798,63.691338,8.116971,93.707558,67.583618,57.859341,22.285734,134.699997,28.507107,73.224716
2010-12-16,9.608467,21.218988,39.730251,26.385895,39.834175,40.877834,63.746094,8.177639,94.251221,67.712883,58.260181,22.209646,133.809998,28.555506,73.224716
2010-12-17,9.589324,21.150761,39.819405,26.161673,39.806606,41.074310,63.328842,8.249485,94.352188,68.081108,59.322723,22.378731,134.199997,28.792124,73.240692
2010-12-20,9.637181,21.082533,39.787563,26.346313,39.834175,41.175701,63.814480,8.227136,94.579910,68.126411,59.259090,22.581636,135.110001,29.136297,73.240692
2010-12-21,9.696702,21.279631,39.692051,27.038778,40.109966,41.112343,64.724159,8.161675,95.179558,68.255577,59.672626,22.725363,135.320007,29.442820,73.240692
2010-12-22,9.725419,21.370598,39.488316,27.803780,40.154087,41.163036,64.683128,8.313350,95.475616,68.178040,59.246365,22.843723,135.050003,29.668673,73.224716
2010-12-23,9.678755,21.453987,39.634758,27.751022,40.374725,41.346821,64.601067,8.329314,95.338966,68.048843,59.125484,22.928268,134.660004,29.534248,73.224716
2010-12-27,9.711058,21.279631,39.431015,28.140106,40.269917,40.985577,64.341133,8.326123,95.376915,68.242638,59.653542,22.885996,135.020004,29.901220,73.224716
2010-12-28,9.734690,21.234142,39.507404,28.100546,40.496063,41.042629,64.081223,8.348477,95.513557,67.843376,58.485256,23.131172,137.220001,30.020800,73.240692
2010-12-29,9.729305,21.203823,39.558346,27.935661,40.468483,40.814476,64.142776,8.313350,95.581894,68.323013,59.474796,23.139627,137.710007,30.080627,73.224716
2010-12-30,9.680551,21.112856,39.437382,27.849937,40.462971,40.738419,64.204338,8.297387,95.430054,68.271194,59.430099,22.860632,137.029999,30.162174,73.240692
2010-12-31,9.647650,21.158339,39.380066,27.975243,40.330608,40.770088,64.060715,8.300577,95.452858,68.549911,60.087639,23.291805,138.720001,30.102371,73.224716
2011-01-03,9.857317,21.211407,39.997662,28.740234,41.119339,41.048950,64.395874,8.338897,96.439629,68.472107,59.634373,23.393257,138.000000,30.662338,73.240692
2011-01-04,9.908759,21.294796,40.335129,29.156195,41.312393,41.163036,64.094887,8.421916,96.386475,68.491592,59.704636,23.080444,134.750000,30.075178,73.240692
2011-01-05,9.989813,21.226559,40.309647,29.512716,41.202061,41.067970,64.648911,8.356455,96.887497,68.160995,58.389492,23.325621,134.369995,30.183910,73.240692
2011-01-06,9.981741,21.848194,40.245991,29.367468,41.466824,40.998253,63.978642,8.319734,96.697723,68.173973,58.644844,23.012812,133.830002,29.901220,73.240692
2011-01-07,10.053224,21.681425,39.857613,28.812866,41.692970,40.877834,64.108582,8.337299,96.507957,68.394325,58.957680,22.928268,133.580002,29.912086,73.224716
2011-01-10,10.242552,21.393345,39.577446,28.654409,41.439236,40.789101,63.876026,8.449060,96.386475,68.575874,59.276867,23.198807,134.119995,29.906649,73.240692
2011-01-11,10.218326,21.309954,39.647499,28.786451,41.748123,40.586300,64.259064,8.423514,96.728073,68.439705,58.944881,23.460894,134.910004,29.841412,73.240692
2011-01-12,10.301471,21.643515,39.793938,29.519327,42.239014,41.175701,63.944427,8.562415,97.601006,68.433235,58.485256,23.613073,135.460007,29.966457,73.224716
2011-01-13,10.339159,21.370598,40.054974,29.347666,42.310707,41.498924,64.389023,8.583173,97.441620,68.679550,59.008759,23.579258,134.050003,30.064306,73.224716
2011-01-14,10.422908,21.453987,39.825764,29.651382,42.933998,41.530628,64.300072,8.645438,98.147522,68.536995,58.632084,23.689159,132.690002,30.265467,73.224716
2011-01-18,10.188715,21.726908,39.539249,29.545729,43.413857,41.511597,66.128036,8.669390,98.314545,68.491592,58.357559,23.663797,133.429993,30.526417,73.224716
2011-01-19,10.134582,21.582867,39.832134,28.859089,43.154621,41.723576,65.653854,8.631069,97.350494,68.504547,58.778904,23.638432,133.720001,30.124115,73.240692
2011-01-20,9.950336,21.491894,40.023155,29.545729,42.884331,42.010876,64.327576,8.661406,97.221451,68.245239,57.968086,23.401712,131.199997,30.129549,73.240692
2011-01-21,9.772076,21.241720,39.895802,29.902267,43.562775,42.081104,63.736603,8.688544,97.441620,68.459183,58.427811,23.638432,131.029999,30.151297,73.224716
2011-01-24,10.093005,21.514645,39.615658,29.723991,43.347660,42.508881,64.987289,8.643842,97.995697,68.420273,58.453289,23.435532,130.360001,30.303524,73.224716
2011-01-25,10.211148,21.567703,38.889805,29.624949,43.397305,42.585503,64.863586,8.712493,98.048836,68.634171,59.008759,23.139627,130.100006,30.656904,73.240692
2011-01-26,10.284427,21.817875,38.584202,29.697598,43.937855,42.208797,65.798141,8.655016,98.428360,68.407318,58.114975,23.655344,131.160004,30.705824,73.224716
2011-01-27,10.265285,21.886099,38.635132,29.776819,44.059196,40.976559,66.402878,8.686947,98.671295,68.523972,58.376694,23.452438,127.930000,31.189692,73.240692
2011-01-28,10.052629,21.037046,38.208549,29.407089,43.568291,40.989342,65.750061,8.626276,96.948204,68.621239,58.683144,23.748343,130.279999,30.673204,73.224716
